Food Name,Glycemic Index,Calories,Carbohydrates,Protein,Fat,Suitable for Diabetes,Suitable for Blood Pressure,Sodium Content,Potassium Content,Magnesium Content,Calcium Content,Fiber Content
Tomatoes,15,18,4.0,0.9,0.2,1,1,5,237,11,12,1.2
Split Pea Soup,0,280,5.0,29.0,15.0,1,1,620,281,30,49,1.0
Peanuts,12,567,16.1,25.8,49.2,1,1,18,705,168,92,8.5
Oats,55,389,71.7,7.9,6.9,1,1,2,154,144,64,3.5
Whole Wheat Pasta,37,124,25.7,4.5,0.5,1,1,3,237,51,150,2.1
Eggplant,15,25,6.0,1.3,0.1,1,1,2,170,12,9,1.7
Dahi Vada,50,200,30.0,5.0,8.0,1,1,380,230,25,30,2.0
Shahi Tukda,37,57,15.0,2.6,68.59,1,0,3,80,9,8,3.1
Turkey Breast,0,189,0.0,27.0,8.2,1,1,64,339,29,11,0.0
Chicken Tikka Masala,45,354,20.0,7.0,43.0,1,1,540,450,40,60,5.0
Quinoa Pasta,53,121,21.3,4.2,2.2,1,1,3,119,38,15,3.4
Masoor Dal,30,180,30.0,11.0,4.0,1,1,480,729,25,49,6.0
Vegetable Biryani,46,210,25.0,21.4,12.0,1,1,690,420,30,80,2.5
Pork Tenderloin,0,143,0.0,30.0,3.0,1,1,50,437,35,9,0.0
Apple,70,150,14.0,3.0,5.0,1,0,10,29,0,20,1.0
Kale,15,49,8.8,4.3,0.9,1,1,23,330,33,150,2.0
Stir-Fried Tofu,15,144,10.0,10.1,8.6,1,1,520,320,25,80,0.5
Barley,15,31,6.3,2.4,0.1,1,1,1,209,20,36,3.0
Gulab Jamun,70,300,40.0,8.0,12.0,1,0,721,350,30,49,3.0
Gobi Manchurian,65,260,32.0,7.0,12.0,1,1,531,300,30,49,3.0
Lamb,0,285,10.0,12.0,21.0,1,1,550,479,29,400,4.0
Quinoa Pasta,39,52,12.0,0.3,0.2,1,1,1,107,9,6,2.4
Lettuce,15,5,1.0,0.5,0.1,1,1,5,141,8,18,0.5
Chicken Curry,0,165,0.0,7.24,3.6,1,1,74,354,35,150,0.0
Brown Lentils,32,352,59.7,24.0,0.8,1,1,3,417,70,14,7.0
Cabbage,10,25,5.8,1.3,0.1,1,1,18,170,10,40,2.2
Mujadara,45,220,30.0,4.0,10.0,1,1,380,200,20,180,2.0
Oranges,40,61,16.0,1.1,0.2,1,1,0,312,27,52,3.0
Mushrooms,10,196,15.0,29.17,6.7,1,1,580,281,40,28,1.7
Foul Sandwich,0,359,2.2,28.0,49.28,1,1,0,0,30,12,0.0
Lamb Kabsa,50,320,15.0,7.0,18.0,1,0,480,120,25,40,4.0
Chicken 65,85,180,20.0,4.0,10.0,1,0,313,214,20,60,2.0
Chia Seeds,0,258,0.0,25.0,17.0,1,1,57,299,23,14,0.0
Oats,55,389,71.7,16.9,6.9,1,1,2,429,177,54,10.6
Fatayer,0,120,0.7,26.64,13.6,1,1,10,0,0,0,0.0
Walnuts,0,206,0.0,22.0,13.0,1,1,47,628,27,12,0.0
Cabbage,10,25,5.8,1.3,0.1,1,1,18,170,12,40,2.2
Palak Paneer,20,350,55.0,15.0,4.2,1,1,8,729,38,33,27.6
Lentils,32,116,20.0,9.0,0.4,1,1,2,369,37,18,7.9
Zucchini,15,17,3.1,1.2,0.2,1,1,3,295,18,16,1.0
Mutton Biryani,50,400,45.0,20.0,16.0,1,1,380,479,40,60,2.0
Celery,15,16,3.5,0.7,0.2,1,1,79,260,11,40,1.6
Almonds,0,206,0.0,7.24,13.0,1,1,73,485,32,150,0.0
Brown Rice,50,216,45.8,4.5,1.6,1,1,5,43,47,20,3.5
Kheer,65,220,20.0,6.0,11.4,1,1,560,322,30,80,2.8
Matar Paneer,35,239,20.0,10.0,16.0,1,1,569,450,28,80,3.0
Fish Curry,0,141,2.0,29.0,1.0,1,1,229,290,23,22,3.0
Black Beans,30,350,62.4,21.0,1.0,1,1,6,747,119,56,27.6
Oats,55,153,26.3,4.0,11.0,1,1,2,90,5,16,1.0
Quorn,0,119,4.5,14.0,2.0,1,1,8,433,59,9,2.8
Chia Seeds,0,106,4.5,14.0,2.0,Yes,1,8,433,59,9,2.8
Zucchini Noodles,15,33,7.1,1.8,0.3,1,1,2,209,25,36,3.4
Fish Curry,0,141,2.0,20.88,7.0,1,1,593,377,36,23,0.0
Zucchini Noodles,15,33,6.6,0.9,0.3,1,1,2,175,12,16,2.0
Vegetable Curry,0,140,20.0,3.0,8.8,1,1,439,280,12,60,3.0
Cabbage Soup,70,67,14.0,1.1,0.1,1,1,0,109,29,14,2.7
Kabsa,50,441,50.0,25.0,18.55,1,1,380,470,40,150,2.0
Strawberries,40,29,7.0,0.7,0.3,1,1,1,153,12,16,2.0
Cauliflower,15,25,5.3,2.0,0.3,1,1,30,299,15,22,2.0
Kibbeh,0,250,0.0,18.0,21.0,1,1,57,61,0,0,0.0
Steamed Broccoli,0,135,0.0,29.0,1.0,1,1,63,334,25,13,0.0
Mujadara,55,380,45.0,15.0,22.0,1,1,981,350,35,119,3.0
Almond Milk,24,39,1.5,1.0,3.0,1,1,185,170,9,13,0.5
Chia Seed Oil,40,239,40.0,10.0,0.8,1,1,1,401,40,30,2.0
Barley,28,180,30.0,5.0,4.0,1,1,40,150,64,235,4.0
Whole Wheat Pasta,37,124,25.7,4.5,0.8,1,1,3,118,37,14,4.2
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,380,20,10,0.0
Kale,15,49,8.8,4.3,0.9,1,1,38,330,24,80,3.8
Watermelon,71,30,7.6,0.6,0.2,1,1,1,112,10,8,0.4
Kabsa,20,280,15.0,10.0,18.55,1,1,380,560,32,100,3.0
Kidney Beans,24,320,25.0,8.0,12.0,1,1,590,320,32,45,2.0
Lassi,85,180,20.0,3.0,17.0,1,0,36,80,14,60,1.0
Flaxseeds,0,138,12.3,4.7,45.39,1,1,449,280,12,48,1.4
Grilled Salmon,0,206,5.0,26.0,10.0,1,1,642,400,30,30,0.0
Chia Seeds,0,285,10.0,26.0,16.0,1,1,650,0,22,67,3.0
Pork Tenderloin,0,143,0.0,30.0,3.0,1,1,50,437,35,9,0.0
Blueberries,53,69,18.0,0.7,0.3,1,1,2,191,11,10,0.9
Blueberries,59,69,18.0,0.7,0.2,1,1,2,191,11,10,0.9
Egg Whites,0,290,10.0,25.0,16.0,1,1,680,420,30,60,1.0
Kale,0,165,8.5,2.0,3.6,1,1,63,334,29,49,0.5
Fattoush,24,180,30.0,5.0,4.0,1,1,40,280,47,150,2.1
Kidney Beans,53,61,15.0,1.1,0.4,1,1,3,237,17,34,3.0
Barley,55,320,30.0,5.0,18.0,1,0,199,100,15,44,2.0
Caesar Salad,15,183,4.1,7.8,12.4,1,1,255,210,20,235,1.1
Cauliflower,15,25,5.0,2.0,0.3,1,1,30,320,15,22,2.0
Mansaf,40,230,20.0,2.3,6.4,1,1,14,150,64,14,2.7
Peanuts,12,567,16.1,25.8,49.2,1,1,18,705,168,92,8.5
Broccoli,10,55,11.2,4.4,0.6,1,1,33,330,21,48,3.3
Chia Seeds,0,285,10.0,26.0,16.0,1,1,650,299,35,67,3.0
Samboosa,15,55,17.8,4.0,0.6,1,1,33,457,19,47,3.3
Pani Puri,85,200,35.2,3.0,10.0,1,1,139,82,43,180,6.7
Dosa,50,120,21.3,3.0,0.2,1,1,449,240,22,20,3.3
Vegetable Biryani,24,54,3.9,3.3,3.0,1,1,47,141,31,118,0.4
Chicken Salad,10,196,5.9,8.0,18.0,1,1,380,300,29,11,0.5
Asparagus,39,52,14.0,0.3,0.2,1,1,0,107,9,6,2.4
Green Beans,15,31,6.3,0.9,0.3,1,1,6,211,12,6,2.1
Chicken Tikka,0,85,0.7,20.0,5.3,1,1,593,380,39,23,8.3
Brown Rice,50,370,45.0,18.0,12.0,1,1,7,220,177,14,4.1
Peanuts,12,567,16.1,25.8,49.2,1,1,18,705,168,92,8.5
Brussels Sprouts,40,25,5.8,0.7,0.3,1,1,1,77,9,25,0.4
Salmon,0,654,13.7,15.2,89.07,1,1,18,441,157,98,6.7
Zucchini,15,17,3.1,1.2,0.2,1,1,3,295,18,16,1.0
Chole Bhature,50,380,77.5,7.9,18.0,1,1,849,530,60,35,4.2
Arayes,15,130,6.1,7.8,1.7,1,1,117,141,32,14,0.5
Vegetable Soup,65,315,45.0,7.0,9.0,1,0,480,150,25,54,2.0
Watermelon,75,30,7.6,0.6,0.2,1,1,1,112,11,8,0.6
Chia Seed Oil,40,43,5.8,0.7,0.4,Yes,1,1,77,7,16,0.6
Quorn,0,485,44.4,16.5,49.26,1,1,2,407,360,423,
Lettuce,10,5,0.9,0.5,0.1,1,1,5,141,6,18,0.5
Black Beans,30,341,62.4,21.0,1.4,1,1,2,1042,119,234,12.3
Cottage Cheese,10,98,2.6,11.1,4.3,1,1,364,104,7,124,0.0
Spinach,28,164,27.0,8.9,8.0,1,1,23,485,33,33,3.3
Chicken Kebab,24,180,25.0,10.0,2.6,1,1,422,540,24,49,5.6
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,376,21,12,0.0
Chicken Curry,0,574,20.0,21.0,49.2,1,1,800,550,40,92,4.0
Turkey Breast,0,98,0.0,22.0,1.0,1,1,47,290,22,10,0.0
Foul Sandwich,40,400,40.0,25.0,18.0,1,1,905,390,40,60,5.0
Olive Oil,0,258,0.0,25.0,17.0,1,1,57,0,23,14,0.0
Chicken Mandi,15,86,11.2,2.0,0.6,1,1,179,410,34,49,5.6
Avocado,15,160,9.0,2.0,15.0,1,1,7,485,29,12,6.7
Mango,45,180,35.0,1.0,53.28,1,1,246,210,60,20,2.0
Spinach,15,23,3.6,2.9,0.4,1,1,79,558,79,99,2.2
Celery,15,16,3.8,0.6,0.2,1,1,79,260,11,18,1.6
Walnuts,15,654,13.7,15.2,89.07,1,1,2,441,157,98,6.7
Baba Ganoush,20,47,1.5,3.4,0.3,1,1,449,110,31,13,2.2
Pineapple,66,50,13.0,0.5,0.1,1,1,1,109,12,13,1.4
Chicken Tikka,0,85,0.7,6.0,5.3,1,1,8,0,0,0,0.0
Sweet Potato,70,89,21.0,1.74,0.2,1,1,50,320,32,16,3.0
Avocado Oil,10,150,20.0,2.0,12.0,1,1,50,213,10,30,3.0
Quinoa Salad,53,118,21.1,4.2,2.5,1,1,8,152,37,15,2.6
Oats,55,389,66.0,16.9,6.9,1,1,2,429,144,54,10.6
Garlic,30,89,5.0,25.0,2.0,1,1,10,0,0,0,0.0
Lentil Soup,44,116,21.1,7.9,0.6,1,1,545,368,36,23,5.6
Spinach,15,23,3.6,2.9,0.4,1,1,79,558,79,99,2.2
Fish Fry,30,250,20.0,15.0,14.0,1,1,380,300,25,119,2.0
Walnuts,0,616,21.6,21.2,87.4,1,1,2,705,269,263,15.7
Flaxseed Oil,0,280,12.0,12.0,21.0,1,1,540,479,29,419,3.0
Brown Rice,68,50,13.0,0.6,0.16,1,1,1,112,12,13,1.0
Chana Masala,42,331,60.0,6.9,7.0,1,1,590,70,33,40,3.5
Strawberries,40,29,7.0,0.7,0.3,Yes,1,1,153,12,16,2.0
Quinoa,53,368,61.5,17.0,6.0,1,1,7,429,144,54,10.6
Eggs,0,78,0.6,6.0,5.3,1,1,61,63,6,0,0.0
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,393,22,7,0.0
Kale,0,206,0.0,7.24,13.4,1,1,73,210,20,11,0.0
Apple,95,186,23.6,4.0,8.0,1,0,229,100,10,30,2.0
Blueberries,53,57,14.0,0.7,0.2,1,1,1,77,9,6,2.4
Steamed Vegetables,15,61,11.2,2.0,0.6,1,1,28,457,19,22,4.1
Blueberries,53,57,14.0,0.7,0.3,1,1,1,77,6,6,2.4
Eggs,0,78,0.6,6.0,5.3,1,1,61,63,6,0,0.0
Coconut Milk,40,497,45.0,25.0,22.0,1,1,30,390,40,14,4.0
Quinoa,53,120,21.3,4.4,1.9,1,1,5,172,64,17,2.8
Mutton Biryani,50,400,45.0,10.0,16.0,1,0,560,320,30,70,8.0
Blueberries,59,69,18.0,0.72,0.2,1,1,2,39,9,11,0.9
Pav,15,180,20.0,4.0,10.0,1,1,460,152,18,47,3.1
Spinach,28,164,30.0,17.9,4.0,1,1,23,879,33,12,13.0
Cod,0,200,1.1,24.0,12.0,1,1,387,410,25,23,0.0
Gajar Halwa,70,79,15.4,2.0,1.0,1,1,41,337,23,54,3.3
Rajma Masala,27,215,38.0,11.0,0.8,1,1,1,599,60,28,3.3
Mango Chutney,45,320,45.0,15.0,6.0,1,1,520,310,40,59,8.0
Quinoa Pasta,39,52,14.0,0.3,0.2,1,1,0,107,5,6,2.4
Pineapple,66,50,13.0,0.5,0.1,Yes,1,1,180,12,13,1.4
Whole Wheat Pasta,37,124,25.7,18.3,0.3,1,1,3,879,28,35,11.8
Brown Bread,89,320,40.0,8.0,12.0,1,0,560,540,38,49,3.0
Chicken Tikka Masala,10,340,45.0,25.8,0.8,1,1,1,970,47,56,8.5
Tomato Soup,45,441,6.6,7.0,22.0,1,1,418,207,30,92,1.0
Butter Chicken,0,196,1.1,30.0,8.2,1,1,229,250,20,56,1.0
Butter Naan,10,43,6.6,1.1,0.4,1,1,8,211,10,23,3.4
Mushrooms,70,89,23.0,1.74,0.1,1,1,50,320,27,80,3.0
Masoor Dal,30,89,5.0,25.0,2.0,1,1,10,0,0,0,0.0
Lettuce,10,5,0.9,0.5,83.71,1,1,5,60,4,18,0.5
Kofta,0,250,8.0,24.0,13.0,1,1,642,438,36,32,0.0
Tomato,15,31,6.0,0.9,0.3,1,1,3,211,10,6,3.0
Vegetable Curry,35,36,5.8,1.0,2.7,1,1,600,192,33,15,0.9
Kabsa,20,120,10.9,3.0,1.0,1,1,179,420,34,60,7.8
Mango Lassi,0,120,0.0,13.89,13.6,1,1,0,354,29,9,0.0
Peanuts,12,567,16.1,25.8,87.4,1,1,18,705,168,268,8.5
Vegetable Pulao,60,320,45.0,7.0,9.0,1,1,591,220,33,60,4.0
Quorn,0,258,0.0,25.0,17.0,1,1,57,0,23,14,0.0
Paneer,37,57,10.0,1.0,5.0,1,1,69,320,34,33,2.0
Black Beans,30,227,44.3,15.2,0.9,1,1,1,610,119,28,12.3
Mansaf,40,562,45.0,25.0,49.08,1,1,800,550,40,150,3.0
Paneer Butter Masala,85,79,13.0,2.0,1.0,1,1,50,320,23,80,3.3
Kabsa,50,200,30.0,5.0,8.0,1,1,119,318,36,30,4.0
Tomato Soup,0,265,2.0,18.0,21.0,1,1,138,61,22,5,0.0
Vada Pav,83,320,15.0,5.43,20.0,1,0,199,100,20,30,3.4
Shish Taouk,50,184,40.9,5.0,2.0,1,1,520,130,22,10,2.0
Brussels Sprouts,40,25,3.9,0.7,0.3,Yes,1,1,77,7,16,1.2
Cucumber,15,16,3.6,0.7,0.2,1,1,2,76,7,16,0.5
Zucchini,0,206,8.0,24.0,11.0,1,1,73,628,79,12,0.0
Greek Yogurt,11,59,3.6,10.0,0.4,1,1,38,141,12,117,0.0
Greek Yogurt,11,59,3.6,10.0,0.4,1,1,36,141,7,118,0.0
Pineapple,66,216,35.2,10.0,4.0,1,1,460,154,61,80,4.0
Malai Kofta,24,320,25.0,10.0,18.0,1,1,590,479,30,400,4.0
Mutton Biryani,50,450,50.0,18.45,18.55,1,1,380,479,40,92,2.0
Pakora,24,180,20.0,3.0,10.0,1,1,439,110,15,118,0.0
Chicken Tikka Masala,0,340,10.0,25.0,18.0,1,1,620,390,35,20,1.0
Shahi Paneer,10,144,20.0,2.0,8.0,1,1,1,174,64,16,2.2
Orange,40,61,15.4,1.2,0.2,1,1,0,181,14,52,3.1
Kale,15,49,9.0,4.3,0.9,1,1,38,330,24,150,3.8
Cucumber,15,16,3.6,0.6,0.2,1,1,2,147,10,18,0.5
Papdi Chaat,37,116,27.0,8.0,0.6,1,1,545,70,25,14,2.0
Dosa,50,180,10.0,16.9,15.0,1,1,580,628,38,80,3.0
Chana Masala,42,210,25.0,21.4,14.0,1,1,690,420,30,28,0.0
Flaxseed Oil,40,41,10.0,0.7,0.3,1,1,1,156,9,25,2.8
Brown Bread,89,247,48.0,9.4,2.5,1,1,422,154,61,80,6.5
Mansaf,40,497,45.0,25.0,18.0,1,1,30,390,40,19,4.0
Spinach,15,23,3.6,2.9,0.4,1,1,79,167,79,423,2.2
Mango Lassi,35,160,33.1,5.0,4.0,1,1,40,150,37,150,4.0
Spinach,15,23,3.6,2.9,0.4,1,1,79,558,24,3,2.2
Pani Puri,89,262,32.0,6.0,16.0,1,0,400,170,25,30,2.0
Gulab Jamun,70,41,11.0,0.9,0.2,1,1,69,337,12,33,1.0
Oats,55,153,35.0,2.0,7.0,1,1,2,39,43,14,4.2
Brown Bread,89,262,32.0,6.0,16.0,1,0,400,170,25,30,2.0
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,391,22,11,0.0
Black Beans,30,227,44.3,15.2,0.9,1,1,1,610,119,28,12.3
Almond Milk,24,352,55.0,10.0,6.0,1,1,893,530,40,100,8.0
Cabbage,10,25,6.0,1.0,73.37,1,1,8,170,12,47,2.2
Lassi,24,60,3.9,3.3,1.0,1,1,699,478,18,42,3.1
Berries (mixed),40,43,10.6,0.7,0.4,1,1,1,77,6,16,5.4
Quinoa Pasta,53,121,25.0,4.2,2.2,1,1,3,119,38,15,3.4
Lentils,32,230,45.8,8.9,1.8,1,1,2,485,119,18,5.0
Green Beans,15,31,6.3,1.3,0.3,1,1,6,175,12,9,2.5
Green Beans,15,31,6.6,1.3,0.2,1,1,6,211,12,9,3.4
Shrimp Stir-Fry,15,144,10.0,2.0,4.5,1,1,90,174,28,27,2.0
Olive Oil,0,485,44.4,16.5,49.26,1,1,16,407,360,458,
Oats,55,389,66.0,16.9,6.9,1,1,2,429,144,54,10.6
Mujadara,45,220,25.0,5.0,12.0,1,1,380,140,20,92,4.1
Whole Wheat Pasta,37,124,25.7,4.5,0.8,1,1,3,118,37,14,4.2
Lettuce,10,5,0.9,0.5,83.71,1,1,5,60,4,13,0.5
Zucchini Noodles,15,33,6.3,2.4,0.3,1,1,2,358,36,14,1.1
Celery,15,6,1.2,0.3,0.1,1,1,35,104,6,40,0.6
Coconut Chutney,10,340,45.0,25.8,0.8,1,1,1,970,47,56,8.5
Cauliflower,15,25,5.3,2.0,0.3,1,1,30,320,15,22,2.0
Cottage Cheese,10,98,2.6,11.1,4.3,1,1,364,104,7,124,0.0
Cucumber,15,16,3.6,0.6,0.2,1,1,2,76,7,18,0.5
Apple,39,52,14.0,0.3,0.2,1,1,1,107,9,6,2.4
Baba Ganoush,15,47,10.5,3.3,0.4,1,1,167,420,43,36,7.8
Almonds,0,184,0.0,14.29,8.2,1,1,73,0,0,80,0.0
Broccoli,10,55,11.2,4.4,0.6,1,1,33,330,21,48,5.1
Pav,15,124,9.0,2.0,1.7,1,1,117,410,35,49,2.6
Quinoa Salad,53,320,55.0,12.0,2.3,1,1,3,729,15,1,6.0
Za'atar Manakish,55,220,49.9,9.4,1.8,1,1,381,702,29,87,10.2
Black Beans,30,339,62.4,20.04,1.2,1,1,1,1042,119,46,27.6
Onions,10,40,9.3,1.1,0.1,1,1,4,146,10,23,1.7
Fish Curry,0,220,10.0,25.0,16.0,1,1,388,380,59,40,2.0
Malai Paneer,70,150,20.0,3.0,9.0,1,0,260,100,14,15,2.0
Rava Idli,15,86,17.8,4.0,0.6,1,1,220,420,35,150,5.6
Pork Tenderloin,0,143,0.0,30.0,3.0,1,1,50,437,35,9,0.0
Eggplant,15,25,6.0,1.0,73.37,1,1,18,229,18,40,3.0
Mansaf,65,318,52.0,5.0,9.0,1,1,520,130,25,40,2.0
Bell Peppers,15,31,7.1,1.8,0.2,1,1,5,358,36,16,1.2
Chicken Biryani,50,400,45.0,28.0,15.0,1,1,721,320,30,40,2.0
Greek Salad,45,116,21.1,7.9,0.6,1,1,8,181,51,25,4.1
Lentils,32,116,20.0,9.0,0.4,1,1,2,369,36,18,7.9
Chicken Tikka,10,86,7.2,7.0,1.9,1,1,117,141,10,14,1.0
Zucchini,15,17,3.1,1.2,0.2,1,1,8,247,18,16,1.0
Samosa,89,320,40.0,6.0,16.0,1,0,199,100,20,81,2.0
Mango Chutney,55,150,35.0,5.0,0.5,1,1,16,154,47,25,4.2
Tofu,0,104,20.0,3.0,1.0,1,1,220,160,28,80,2.0
Quinoa,53,120,21.3,4.4,1.9,1,1,7,172,69,17,2.8
Brown Bread,89,247,48.0,9.4,2.5,1,1,711,450,29,100,4.0
Quinoa Pasta,53,121,21.3,4.2,2.2,1,1,3,119,38,16,3.4
Palak Paneer,20,400,55.0,30.0,6.9,1,1,893,390,42,60,8.0
Mango Pickle,40,120,21.7,7.9,1.9,1,1,703,520,28,7,3.0
Blueberries,53,57,14.0,0.7,0.3,1,1,1,77,9,6,2.4
Watermelon,71,30,7.6,0.6,0.2,1,1,1,112,10,8,0.4
Celery,15,6,1.2,0.3,0.1,1,1,5,45,8,40,0.5
Quorn,0,258,0.0,25.0,17.0,1,1,57,299,23,14,0.0
Split Pea Soup,37,57,10.0,0.9,8.0,1,1,69,320,34,33,0.5
Coconut Oil,0,340,15.0,25.0,27.0,1,1,790,410,35,100,2.0
Zucchini Noodles,15,17,3.1,1.2,0.2,1,1,2,261,21,16,1.0
Chia Seed Oil,0,120,0.7,13.89,13.5,1,1,199,0,9,119,0.0
Kabsa,50,441,50.0,18.45,18.55,1,1,849,470,35,119,3.0
Cauliflower,15,25,5.3,1.9,0.3,1,1,30,299,15,22,2.0
Zucchini,0,49,9.0,4.3,0.6,1,1,3,316,31,150,2.0
Kidney Beans,53,61,15.0,1.1,0.5,1,1,2,312,27,34,3.0
Lamb Kabsa,0,320,15.0,25.0,20.0,1,1,680,380,35,70,2.0
Lettuce,10,5,0.9,0.5,0.1,1,1,5,45,8,13,0.5
Whole Wheat Pasta,37,124,25.7,4.5,0.8,1,1,3,118,37,14,4.2
Cauliflower,15,25,5.0,2.0,0.3,1,1,30,320,15,22,2.0
Quinoa Pasta,71,150,20.0,3.0,7.0,1,1,70,50,5,20,1.0
Berries (mixed),40,43,10.6,0.7,0.4,1,1,1,77,6,16,5.4
Barley,55,320,30.0,5.0,18.0,1,1,199,90,10,44,2.0
Mushroom Curry,10,41,9.3,1.1,0.3,1,1,10,146,9,23,1.7
Oranges,45,43,11.0,0.9,0.1,1,1,0,181,10,40,2.3
Avocado Oil,0,120,0.0,3.98,13.5,1,1,0,0,0,0,0.0
Watermelon,71,30,8.0,0.6,0.2,1,1,1,112,10,8,0.6
Dosa,64,250,25.0,8.0,14.0,1,1,520,322,36,49,2.8
Butter Naan,70,67,14.0,1.1,0.1,1,1,0,109,8,42,1.0
Cauliflower,15,25,5.3,2.0,0.3,1,1,30,299,15,22,2.0
Turkey Breast,0,189,0.0,27.0,8.2,1,1,64,339,29,11,0.0
Fish Curry,0,280,10.0,25.0,16.0,1,1,620,380,35,49,2.0
Watermelon,75,30,7.6,0.6,0.2,1,1,1,112,10,11,0.4
Greek Yogurt,11,59,3.6,10.0,0.4,1,1,36,141,7,118,0.0
Broccoli,15,55,17.8,9.0,0.4,1,1,33,369,19,2,6.7
Lean Beef,0,250,0.0,26.0,17.0,1,1,53,376,20,10,0.0
Cauliflower,15,25,5.3,1.9,0.3,1,1,30,299,15,22,2.0
Matar Paneer,35,36,10.0,0.9,0.6,1,1,600,320,18,15,2.8
Mango Pickle,40,60,15.3,0.8,0.6,1,1,1,156,5,11,2.4
Coconut Milk,40,562,45.0,25.0,49.08,1,1,800,550,40,150,3.0
Arayes,15,47,10.5,3.4,0.3,1,1,167,410,43,36,5.6
Coconut Milk,40,230,20.0,6.0,16.0,1,1,540,368,30,181,4.0
Mujadara,45,180,10.0,21.4,6.7,1,1,690,400,40,28,1.0
Oats,55,389,65.9,16.9,6.9,1,1,2,429,144,54,10.6
Watermelon,75,30,8.0,0.6,0.2,1,1,1,112,11,11,0.6
Fish Curry,0,280,10.0,12.0,21.0,1,1,550,450,28,400,3.0
Quorn,0,884,0.0,15.2,89.07,1,1,2,0,0,0,0.0
Chicken Biryani,50,380,45.0,18.0,12.0,1,1,800,220,40,40,2.0
Barley,15,130,6.1,7.9,1.7,1,1,380,110,7,0,0.6
Almond Milk,24,352,63.0,24.0,1.0,1,1,8,731,36,56,10.7
Mushroom Curry,10,200,15.0,29.17,9.9,1,1,580,400,35,28,1.7
Whole Wheat Pasta,37,124,25.7,4.5,0.8,1,1,3,118,37,14,4.2
Spinach,15,23,3.6,2.9,0.4,1,1,79,167,20,2,2.1
Kheer,65,220,20.0,2.3,10.0,1,1,70,191,20,27,1.4
Orange,65,318,40.0,8.0,12.0,1,1,460,410,38,49,5.0
Whole Wheat Bread,68,239,49.9,10.0,1.8,1,1,381,125,29,28,2.0
Lamb,0,884,0.0,15.2,89.07,1,1,16,0,1,0,0.0
Salmon,0,206,0.0,22.0,13.0,1,1,47,628,27,12,0.0
Cucumber,15,16,3.6,0.7,0.1,1,1,2,202,12,16,0.5
Pineapple,66,50,13.0,0.5,0.1,1,1,1,109,12,13,1.4
Zucchini,15,17,3.1,1.2,0.3,1,1,2,280,18,16,1.1
Puliyogare,55,250,25.0,10.0,14.0,1,1,380,250,20,119,2.0
Palak Paneer,0,501,28.9,18.3,42.2,1,1,30,400,392,255,0.0
Brown Bread,89,260,26.0,5.0,12.0,1,0,370,160,20,30,2.0
Brown Bread,89,320,55.0,8.0,12.0,1,1,590,300,60,190,2.0
Garlic,30,149,33.1,6.4,0.5,1,1,16,401,25,181,2.1
Eggs,40,562,30.2,6.0,29.8,1,1,199,441,392,255,0.0
Fatayer,30,320,35.0,10.0,18.0,1,1,429,400,35,330,0.0
Quinoa Salad,53,118,21.1,4.2,2.5,1,1,8,152,37,16,2.6
Steamed Broccoli,0,23,3.6,2.9,2.7,1,1,25,318,33,119,1.0
Pani Puri,85,200,35.2,6.0,4.0,1,0,229,100,20,30,1.0
Spinach,15,23,3.6,2.9,0.4,1,1,79,558,79,99,2.2
Samosa,89,320,40.0,6.0,16.0,1,0,199,100,20,20,2.0
Dahi Vada,85,180,20.0,4.0,10.0,1,1,460,152,14,104,0.0
Cottage Cheese,10,98,2.6,11.1,4.3,1,1,364,91,9,83,0.0
Miso Soup,35,43,5.8,2.0,3.0,1,1,600,192,33,15,0.9
Eggplant,15,25,6.0,1.0,0.2,1,1,2,229,14,9,3.0
Seaweed,35,43,9.6,2.3,0.6,1,1,682,233,60,169,0.5
Muhallabia,45,220,30.0,10.0,10.0,1,1,360,220,20,80,2.0
Tandoori Chicken,0,290,5.0,25.0,18.0,1,1,620,380,30,20,1.0
Cauliflower,15,25,5.0,2.0,0.3,1,1,30,320,15,22,2.0
Blueberries,59,69,18.0,0.7,0.2,1,1,2,191,11,10,0.9
Vegetable Biryani,24,559,30.2,18.2,43.9,1,1,780,550,59,150,2.1
Mutton Biryani,50,479,40.0,25.0,22.0,1,1,30,420,10,14,4.1
Samosa,89,247,35.0,6.0,16.0,1,0,560,460,28,25,4.0
Chicken Curry,0,574,28.9,18.3,22.23,1,1,980,550,35,92,3.0
Turkey Breast,0,189,0.0,27.0,12.0,1,1,53,391,32,13,0.0
Watermelon,71,30,7.6,0.6,0.2,1,1,1,112,10,8,0.6
Apple,39,52,14.0,0.3,0.2,1,1,0,107,5,6,2.4
Greek Yogurt,11,59,3.6,10.0,0.4,1,1,36,141,10,117,0.0
Black Beans,30,350,62.4,20.04,1.1,1,1,6,747,119,35,27.6
Gobi Manchurian,55,250,30.0,5.0,12.0,1,1,480,380,36,49,4.0
Chicken Tikka,0,106,0.7,23.31,1.0,1,1,229,380,25,5,0.0
Brown Rice,50,370,50.0,10.0,2.9,1,1,7,143,177,54,2.0
Mansaf,40,562,28.9,6.0,49.08,1,1,199,441,392,255,0.0
